brand,title,rating,totalReviews,price,originalPrice
Samsung,Samsung Galaxy A70 (SM-A7050) 6GB / 128GB 6.7-inches Dual SIM Factory Unlocked - No Warranty (Blue),5.0,1,350.0,0.0
Xiaomi,"Xiaomi Mi 9 128GB + 6GB RAM - 48MP Ultra High Resolution Camera LTE Factory Unlocked GSM Smartphone (Global Version, No Warranty) (Piano Black)",4.7,56,387.0,0.0
Google,Google - Pixel 3a with 64GB Memory Cell Phone (Unlocked) - Just Black - G020G,4.3,1,347.99,399.0
Motorola,"Moto Z4 – Unlocked – 128 GB – Flash Gray (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro - PAF60007US",3.7,60,399.99,499.99
OnePlus,"OnePlus 7 Pro Dual Sim Factory Unlocked GM1917 8GB+256GB Mirror Gray (ATT, Verizon, Tmobile) - US Warranty",4.4,49,0.0,0.0
Apple,"Apple iPhone XS Max, 256GB, Gray - For AT&T (Renewed)",4.1,230,651.58,0.0
Motorola,Motorola one 4G LTE Cat 6 (XT1941-4) 4GB / 64GB 5.9-inches Dual SIM Factory Unlocked - International Stock No Warranty (White),4.0,1,199.99,0.0
Motorola,"Moto E6 - Unlocked Smartphone - Global Version - 16GB - Starry Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",2.9,14,99.99,149.99
Motorola,Motorola One - 64GB - Black/White - Unlocked (Black),2.9,4,179.99,0.0
Samsung,"Samsung Galaxy A50 (64GB, 4GB RAM) 6.4"" Display, 25MP, Triple Camera, Global 4G LTE GSM Factory Unlocked A505G (International Model w/ 64GB MicroSD Bundle) (White)",4.1,21,0.0,0.0
Apple,"Apple iPhone Xs Max, AT&T, 64GB - Gray - (Renewed)",4.2,13,619.99,0.0
Samsung,"Samsung Galaxy A50 SM-A505G 64GB 4GB RAM 25 MP 6.4"" Factory Unlocked- Black (Renewed)",3.8,18,264.98,0.0
Samsung,Samsung Galaxy Note 9 SM-N960U 128GB Ocean Blue - Verizon (Renewed),3.9,28,399.0,0.0
Motorola,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo (Renewed),1.0,1,121.08,189.99
Motorola,Motorola Z3 Play - 32GB - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - Deep Indigo (Deep Indigo),3.7,10,0.0,0.0
Apple,"Apple iPhone XS, 256GB, Gray - For AT&T (Renewed)",3.9,198,573.77,0.0
Samsung,"Samsung Galaxy A70 128GB/6GB SM-A705M/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version , No Warranty) (Blue)",4.4,586,334.99,354.5
Samsung,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Midnight Black,4.5,9,0.0,0.0
HUAWEI,"Huawei P30 Lite (128GB, 4GB RAM) 6.15"" Display, AI Triple Camera, 32MP Selfie, Dual SIM US + Latin 4G LTE GSM Factory Unlocked MAR-LX3A - International Version (Peacock Blue, 128GB + 64GB SD Bundle)",4.4,18,268.0,0.0
OnePlus,OnePlus 7 Pro 256GB ROM 8GB RAM Factory Unlocked 6.67 inch QHD+ AMOLED 90Hz Display Dual SIM Mirror Gray,4.5,28,645.0,687.9
Samsung,Samsung Galaxy S7 Edge G935P SM-G935P 32GB - Sprint & GSM Unlocked (Black Onyx),5.0,1,0.0,0.0
Samsung,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4"" Super AMOLED, Infinity-V Display, Fast Charge 4000mAh Battery, US & Global 4G LTE Dual SIM GSM Factory Unlocked A205G/DS - International Model (Black, 32GB)",4.0,55,197.0,0.0
Motorola,"Motorola One Vision (128GB) 6.3' Full HD Display, 48MP Camera, Dual SIM US + GLOBAL 4G LTE GSM Factory Unlocked XT1970-1 - International Version (Blue)",4.3,56,240.0,270.0
Samsung,"Samsung Galaxy A10 32GB A105G/DS LTE Unlocked GSM 6.2"" HD+ Smartphone - International Version, No Warranty (Blue)",4.2,100,149.98,0.0
Samsung,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2"" HD+ Infinity-V Display, Android Pie, Samsung One UI, US + Global 4G LTE Dual SIM GSM Factory Unlocked A105M/DS - International Model (Black, 32GB)",4.2,15,159.9,0.0
Samsung,Samsung Galaxy Note 9 N960U 128GB Sprint - Ocean Blue (Renewed),3.8,4,408.95,0.0
Motorola,Verizon Prepaid 4G Smartphone - Motorola Moto E5 Go - Black - Carrier Locked to Verizon Prepaid,5.0,5,64.57,0.0
Samsung,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism Black (Renewed),3.3,15,459.95,0.0
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Flamingo Pink (Renewed),3.0,1,594.98,0.0
Samsung,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism White (Renewed),3.3,15,458.95,0.0
Motorola,"Moto Z4 – Unlocked – 128 GB – (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro (W/ 360 Camera Mod) (Flash Gray)",1.0,1,399.99,0.0
Samsung,Samsung Galaxy S10e (SM-G970U) GSM Unlocked + Verizon - 128GB / Prism Blue (Renewed),1.0,1,415.0,434.97
Samsung,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism White (Renewed),3.3,10,534.95,0.0
Samsung,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism Blue (Renewed),3.3,10,596.99,0.0
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Black (Renewed),3.1,14,538.99,0.0
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism White (Renewed),1.5,5,539.99,0.0
Apple,Verizon Prepaid - Apple iPhone 6S (32GB) - Space Gray,2.2,4,211.63,249.99
Nokia,"Nokia 2.2- Android 9.0 Pie - 32 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.71"" HD+ Screen - Black - U.S. Warranty",3.6,8,139.0,0.0
,Redmi 7A 2+16Gb Black EU,3.8,5,99.99,0.0
Motorola,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint (Renewed)",4.5,2,189.95,0.0
Xiaomi,"Xiaomi Mi 9T (128GB, 6GB RAM) 6.39"" AMOLED FHD + Full Screen Display, 48MP Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (Carbon Black)",4.5,94,298.98,0.0
Nokia,Nokia 3.1 4G LTE Dual Sim Factory Unlocked 16GB 2GB RAM Android 9 Octa Core,3.4,2,129.99,0.0
Xiaomi,"Xiaomi Redmi 7A (32GB, 2GB RAM) 5.45"" Display, Face ID, Dual SIM GSM Factory Unlocked (US + Global 4G LTE International Model) (Black)",4.1,16,99.99,0.0
Samsung,Samsung Galaxy Note 9 128GB - Lavender Purple - Verizon Wireless (Renewed),5.0,1,428.99,0.0
Samsung,"Samsung Galaxy A20 SM-A205GDS 32GB, Dual Sim, 6.4"" Infinity-V Display, Dual Rear Camera, 3GB RAM, GSM Unlocked International Model, No Warranty (Red)",4.1,89,190.0,0.0
Samsung,"Samsung Galaxy J2 Pure Unlocked 4G LTE J260AZ 16GB Quad Core LCD 5"" 8MP Android 8.1 Desbloqueado",1.0,1,94.9,0.0
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue (Renewed),2.4,14,574.95,0.0
Motorola,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo (Renewed)",4.0,3,128.9,0.0
Samsung,"Samsung Galaxy Cellphone S10+ Plus AT&T T-Mobile GSM Unlock (White, 128GB) (Renewed)",5.0,1,569.0,0.0
Samsung,"Samsung Galaxy A80 SM-A805F/DS 128GB Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Phantom Black)",4.5,23,474.98,0.0
OnePlus,OnePlus 6T A6013 128GB Mirror Black - US Version T-Mobile GSM Unlocked Phone (Renewed),4.4,94,332.95,0.0
Samsung,"Samsung Galaxy Note 10+ Plus Factory Unlocked Cell Phone with 512GB (U.S. Warranty), Aura Black/ Note10+",4.3,475,999.99,1.0
Samsung,"Samsung Galaxy A80 SM-A805F/DS Dual Sim (Factory Unlocked) 6.7"" 128GB 8GB RAM (Ghost White)",4.7,17,499.99,0.0
Xiaomi,"Xiaomi Mi A3 64GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",4.5,252,163.0,0.0
Xiaomi,"Xiaomi Mi A3 64GB + 4GB RAM, Triple Camera, 4G LTE Smartphone - International Global Version (Not just Blue)",4.5,252,174.0,0.0
Samsung,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4"" Super AMOLED, Fast Charge 4000mAh Battery, US & Global 4G LTE GSM Factory Unlocked A205G - International Model (Black, 32GB + 32GB SD Bundle (Single SIM))",3.9,17,195.0,0.0
Samsung,"Samsung Galaxy A70 128GB/6GB SM-A705MN/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version, No Warranty) (Black) (Renewed)",1.0,2,329.99,0.0
Samsung,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2"" Infinity-V Display, Android 9.0 Pie, US + Global 4G LTE Dual SIM Factory Unlocked A105M/DS - GSM International Model (Red, 32GB + 64GB SD Bundle)",4.3,7,158.42,0.0
Nokia,Nokia 106 Single Sim (2018) TA-1190 Dual-Band (850/1900) Factory GSM Unlocked Feature Phone (International Model),3.4,29,27.72,0.0
Xiaomi,"Xiaomi Mi A3 128GB + 4GB RAM, Triple Camera, 4G LTE Smartphone - International Global Version (Not just Blue)",4.6,92,183.95,0.0
Samsung,"Samsung Galaxy A70 (128GB, 6GB RAM) 6.7"" in-Screen Fingerprint, 25W Super-Fast Charger, US + Global 4G LTE GSM Unlocked International Model A705MN/DS (Black, 128GB + 128GB SD + Case Bundle)",4.5,78,369.5,0.0
HUAWEI,"Huawei Y9 Prime 2019 (128GB, 4GB RAM) 6.59"" Display, 3 AI Cameras, 4000mAh Battery, Dual SIM GSM Factory Unlocked - STK-LX3, US & Global 4G LTE International Model (Midnight Black, 128 GB)",4.3,45,229.0,0.0
Samsung,"Samsung Galaxy A50 US Version Factory Unlocked Cell Phone with 64GB Memory, 6.4"" Screen, Black, [SM-A505UZKNXAA]",4.0,288,274.99,349.99
Samsung,"Samsung Galaxy A20 US Version Factory Unlocked Cell Phone with 32GB Memory, 6.4"" Screen, [SM-A205UZKAXAA], 12 Month Samsung US Warranty, GSM & CDMA Compatible, Black",4.4,915,249.99,0.0
Motorola,Motorola Moto G4 Play (4th Generation) 16GB 4G LTE Unlocked ONLY GSM 5 Inches International Version No Warranty (White),3.6,133,129.0,0.0
Samsung,"Samsung Galaxy A50 128GB, 4GB RAM 6.4"" Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS - International Model (Blue, 128 GB)",4.7,4,286.87,0.0
Google,Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Clearly White (Renewed),3.1,11,335.97,0.0
Xiaomi,"Xiaomi Redmi Note 7 (64GB, 4GB RAM) 6.3"" Display, 48MP + 5MP AI Dual Rear Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Model (Moonlight White)",3.6,5,179.87,189.87
HUAWEI,"Huawei Y5 2019 AMN-LX3 Dual SIM 32GB+2GB RAM 5.71"" Display Factory Unlocked (International Version) (Modern Black)",4.5,20,104.97,0.0
Samsung,"Samsung Galaxy Note 10 SM-N970F/DS 256GB 8GB RAM (Factory Unlocked) 6.3"" (GSM ONLY, No CDMA) - International Version (Aura Glow)",5.0,2,799.99,0.0
Motorola,"Motorola One Action - Unlocked Smartphone - Global Version - 128GB - Denim Blue (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",3.8,21,249.99,349.99
Samsung,"Samsung Galaxy A50 128GB, 4GB RAM 6.4"" Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS - International Model (Black, 128GB + 128GB SD + Case Bundle)",4.1,23,299.5,0.0
Motorola,"Motorola One Action - Made for Latin America & Brazil - (Grey, 128GB, 4GB RAM) - Unlocked - GSM Latin American & Brazilian Bands - (Missing Specific U.S. GSM Bands) - No Warranty - No CDMA - XT2013-1",3.0,2,239.99,259.9
Samsung,"Samsung Galaxy Note 10+ N975F/DS 256GB, 6.8' Dynamic AMOLED Screen, 12GB RAM, Quad Camera, 4K UHD Factory Unlocked LTE Smartphone - (International Version) (Aura Black)",3.6,7,848.0,0.0
Motorola,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,3.9,836,119.99,249.99
Motorola,"Motorola Moto E5 (16GB, 2GB) 5.7"" Display, 4000 mAh All Day Battery, FM radio - (GSM+AT&T+Tmobile + Verizon) Factory Unlocked 4G LTE Smartphone - XT1920DL (US Warranty) (Gray)",4.4,45,89.99,0.0
Samsung,"Samsung Galaxy S9 (64GB, 4GB RAM) 5.8"" QHD+ Display, IP68 Water Resistance, 3000mAh Battery - GSM/CDMA Unlocked (AT&T/T-Mobile/Verizon/Sprint) w/US Warranty - SM-G960U (Midnight Black)",4.4,23,529.99,0.0
Xiaomi,"Xiaomi Mi A3 128GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",4.6,92,188.0,0.0
Motorola,"Motorola Moto G7 Play (32GB, 2GB RAM) 5.7"" HD+ Max Vision Display, Dual SIM GSM Factory Unlocked - XT1952-1, US & Global 4G LTE International Model (Deep Indigo, 32 GB)",3.8,17,132.99,139.99
Xiaomi,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39"" Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Glacier Blue)",4.4,49,374.0,0.0
Xiaomi,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39"" Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Carbon Black)",4.5,76,389.97,0.0
Xiaomi,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39"" Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Flame Red)",4.3,44,379.0,0.0
Sony,Sony Xperia 5 Unlocked Smartphone,4.1,17,798.0,0.0
Motorola,"Motorola Moto E6 Smartphone with 16GB Memory, Unlocked - Starry Black",5.0,1,99.99,0.0
Samsung,"Samsung Galaxy A10s (32GB, 2GB RAM) 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear Camera+8MP Front Facing Camera- 4G LTE Dual SIM GSM Factory Unlocked A107M/DS (Latin Specs M (Black, Dual SIM)",4.2,98,135.99,142.47
Motorola,"Motorola Moto E6 Plus (32GB, 2GB RAM) 6.1"" Max Vision Screen, 3000mAh Removable Battery, Hotspot, FM Radio, US + Global 4G LTE Dual SIM GSM Factory Unlocked XT2025-1 - International Model (Graphite)",4.4,5,134.98,0.0
OnePlus,"OnePlus 6T A6013 Dual Sim 128GB/8GB (Mirror Black) - Factory Unlocked - GSM ONLY, NO CDMA (Renewed)",4.4,31,339.95,0.0
Samsung,Samsung Galaxy Note 9 N960U 128GB CDMA + GSM Unlocked Smartphone,3.7,7,749.99,0.0
Nokia,"Nokia 7.2 - Android 9.0 Pie - 128 GB - 48MP Triple Camera - Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 6.3"" FHD+ HDR Screen - Charcoal - U.S. Warranty",4.0,49,329.0,349.0
Nokia,"Nokia 6.2 - Android 9.0 Pie - 64 GB - Triple Camera - Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 6.3"" FHD+ HDR Screen - Black - U.S. Warranty",4.1,17,249.0,0.0
Motorola,"Moto G7 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) for AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro - PAE80011US (Renewed)",3.1,5,136.27,0.0
Samsung,Samsung Galaxy S10 Plus G975U 128GB T-Mobile GSM Unlocked - Prism Black (Renewed),5.0,1,599.95,0.0
Motorola,"Motorola One Zoom 128GB, 4GB RAM XT2010-1, 48MP Sensor Quad Pixel, 6.4"" Full HD+ LTE Factory Unlocked Smartphone - International Version (Grey Techno)",4.3,5,469.95,479.99
Xiaomi,"Xiaomi Mi 9 Lite 64GB + 6GB RAM, 6.39” AMOLED FHD+ LTE 48MP AI Triple Camera Factory Unlocked Smartphone - Global Version (Aurora Blue)",5.0,2,248.0,0.0
Xiaomi,"Xiaomi Mi 9 Lite 128GB + 6GB RAM, 6.39” AMOLED FHD+ LTE 48MP AI Triple Camera Factory Unlocked Smartphone - Global Version (Pearl White)",4.7,40,288.97,0.0
Xiaomi,"Xiaomi Mi 9 Lite (64GB, 6GB RAM) 6.39"" Display, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Onyx Grey, 64 GB)",4.4,4,249.45,0.0
Xiaomi,"Xiaomi Redmi Note 8 Pro (64GB, 6GB) 6.53"", 64MP Quad Camera, Helio G90T Gaming Processor, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Pearl White, 64 GB)",4.5,148,216.0,0.0
Xiaomi,"Xiaomi Redmi Note 8 Pro 64GB, 6GB RAM 6.53"" LTE GSM 64MP Factory Unlocked Smartphone - Global Model (Mineral Grey)",4.5,148,214.75,349.99
Google,"Google Pixel 3a XL Verizon Just Black, 64GB (Renewed)",5.0,1,344.94,0.0
ASUS,"ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB ROM 8GB RAM Snapdragon 855 Plus 6000 mAh NFC Android 9.0 - GSM Only International Version, No Warranty (Black)",3.7,6,629.0,0.0
Xiaomi,"Xiaomi Mi 9 Lite (128GB, 6GB RAM) 6.39"" Display, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Aurora Blue, 128 GB)",4.1,6,289.47,0.0
Xiaomi,"Xiaomi Redmi Note 8 64GB + 4GB RAM, 6.3"" LTE 48MP Factory Unlocked GSM Smartphone - International Version (Moonlight White)",4.6,103,168.51,299.99
Google,Google Pixel 4 - Just Black - 64GB - Unlocked,4.2,241,668.8,799.0
Xiaomi,"Xiaomi Redmi Note 8 (64GB, 4GB) 6.3"" Display, Snapdragon 665, 48MP Quad Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Space Black, 64GB +Case Bundle)",3.7,11,179.0,0.0
Xiaomi,"Xiaomi Redmi Note 8 Pro 128GB, 6GB RAM 6.53"" LTE GSM 64MP Smartphone - Global Model (Mineral Grey)",4.6,127,235.78,399.99
Samsung,"Samsung Galaxy S10e G970U Sprint + GSM Unlocked 256GB (U.S. Warranty), Flamingo Pink (Renewed)",1.0,1,490.95,0.0
Samsung,"Samsung Galaxy A50 SM-A505G 128GB, Dual Sim, 6.4"" Infinity-U Display, Triple Camera, 4GB RAM, GSM Unlocked International Model, No Warranty (White)",3.3,7,285.99,0.0
Samsung,"Samsung Original Galaxy Watch Active2 w/; auto Workout Tracking, and pace Coaching Enhanced Sleep Tracking Analysis Stainless Steel CASE and Leather Band (International Model) (Black, 44mm) No LTE",3.9,8,379.99,0.0
Xiaomi,"Xiaomi Redmi Note 8 64GB + 4GB RAM, 6.3"" LTE 48MP Factory Unlocked GSM Smartphone - International Version (Space Black)",4.6,103,168.0,0.0
Motorola,"Motorola Moto E6 Plus (64GB, 4GB) 6.1"", 3000mAh Removable Battery, FM Radio, US + Global 4G LTE Dual SIM GSM Factory Unlocked XT2025-1 - International Model (Graphite, 64 GB)",4.3,3,159.99,0.0
Samsung,"Samsung Galaxy A30S w/On-Screen Fingerprint (64GB, 4GB) 6.4"", Triple Camera, Dual SIM GSM Unlocked A307G/DS - US + Global 4G LTE International Model (64GB + 64GB SD + Case Bundle) (Black)",4.5,26,221.0,0.0
Samsung,"Samsung Galaxy Note 10 Factory Unlocked Cell Phone with 256GB (U.S. Warranty), Aura Black/ Note10 (Renewed)",3.5,18,594.0,629.0
Samsung,"Samsung Galaxy Note 10+ Plus 256GB GSM Unlocked Smartphone, Aura Glow / Silver (Renewed)",2.8,11,659.0,0.0
Xiaomi,"Xiaomi Redmi 8A (32GB, 2GB RAM) 6.22"" HD Display, Snapdragon 439, 5000mAh Battery, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Midnight Black, 32 GB)",4.4,9,112.98,0.0
OnePlus,"Oneplus 7 Pro GM1910 256GB, 8GB, Dual Sim, 6.67 inch, 48MP Main Lens Triple Camera, GSM Unlocked International Model, No Warranty (Nebula Blue) (Renewed)",1.0,1,499.95,0.0
Samsung,"Samsung Galaxy A20s A207/DS, 32GB/3GB RAM Dual SIM 6.5''HD+ Snapdragon 450, Factory Unlocked (International Version) - (Black)",4.4,52,174.94,0.0
Motorola,"Motorola Moto G8 Play XT2015-2 (32GB) 6.2"" (19:9) HD+ 4G LTE GSM Factory Unlocked Smartphone (International Version) (Obsidian Grey)",4.1,8,171.98,199.99
Xiaomi,Xiaomi Mi Note 10 128GB 108MP Penta Camera 6.47″ LTE Factory Unlocked Smartphone (International Version) (Glacier White),5.0,3,486.57,514.82
OnePlus,OnePlus 7T 8GB RAM 128GB ROM Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,3.2,5,609.0,642.5
Google,Google Pixel 3a G202G with 64GB Memory Cell Phone (Unlocked) - Just Blak (Renewed),5.0,2,352.8,0.0
Motorola,"Motorola Moto G8 Play (32GB, 2GB RAM) 6.2"" HD+ Display, Dual SIM GSM Unlocked (at&T/T-Mobile/MetroPCS/Cricket/H2O) - XT2015-2 - International Version (Obsidian Grey, 32GB + 64GB SD + Case Bundle)",4.1,8,189.99,0.0
Apple,"Apple iPhone 11, 64GB, Unlocked - Red (Renewed)",5.0,1,659.99,0.0
Apple,"Apple iPhone 11 Pro, 64GB, Fully Unlocked - Space Gray (Renewed)",1.0,1,949.0,0.0
Xiaomi,"Xiaomi Redmi Note 8, 32GB/3GB RAM 6.3"" FHD+ Display Snapdragon 665, Dual SIM Factory Unlocked Global Version (Space Black)",4.6,3,150.96,0.0
Sony,Sony Xperia 1 Unlocked Smartphone and WH1000XM3 Wireless Noise Cancelling Heaphones,4.5,70,948.0,0.0
Apple,"Apple iPhone X, 64GB, Gray - Fully Unlocked (Renewed)",5.0,1,478.97,0.0
Samsung,"Straight Talk Samsung Galaxy A10e Smartphone 5.8"" 32GB Memory 8MP Camera",5.0,1,139.0,139.26
